v1,v2
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,I have no idea where you are
ham,Leave it de:-). Start Prepare for next:-)..
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,K:)k:)good:)study well.
ham,Oh all have to come ah?
ham,... Are you in the pub?
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,Otherwise had part time job na-tuition..
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,When did dad get back.
ham,"If we hit it off, you can move in with me :)"
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,No. I dont want to hear anything
ham,"Yeah, probably earlier than that"
ham,I'm at home. Please call
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Y so late but i need to go n get da laptop...
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,Happy new year to u too!
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Give me a sec to think think about it
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,ÌÏ come lt 25 n pass to me lar
ham,Just send a text. We'll skype later.
ham, what number do u live at? Is it 11?
ham,Are you driving or training?
ham,S but not able to sleep.
ham,Good night. Am going to sleep.
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Understand. his loss is my gain :) so do you work? School?
ham,Yup
ham,No calls..messages..missed calls
ham,Reverse is cheating. That is not mathematics.
ham,"Awesome, text me when you're restocked"
ham,No chikku nt yet.. Ya i'm free
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,Are you up for the challenge? I know i am :)
ham,Noice. Text me when you're here
ham,Alright. I'm out--have a good night!
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  
ham,Dad says hurry the hell up
ham,I have a rather prominent bite mark on my right cheek
ham,I'm at work. Please call
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,"K, can I pick up another 8th when you're done?"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,"Hi Chikku, send some nice msgs"
ham,Yo! Howz u? girls never rang after india. L
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
ham,Oh just getting even with u.... u?
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,How are you holding up?
ham,What is important is that you prevent dehydration by giving her enough fluids
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,Is that seriously how you spell his name?
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,You will be in the place of that man
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,"Ok da, i already planned. I wil pick you."
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,Nvm take ur time.
ham,From 5 to 2 only my work timing.
ham,Will Ì_ b going to esplanade fr home?
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
ham,What Today-sunday..sunday is holiday..so no work..
spam,You have 1 new message. Please call 08718738034.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,No da..today also i forgot..
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Try to do something dear. You read something for exams
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,I had askd u a question some hours before. Its answer
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,S:-)kallis wont play in first two odi:-)
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,"Awesome, I'll see you in a bit"
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Are you ok. What happen to behave like this
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,Will be office around 4 pm. Now i am going hospital.
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,Yo dude guess who just got arrested the other day
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,I know a few people I can hit up and fuck to the yes
ham,Yar else i'll thk of all sorts of funny things.
ham,Yes da. Any plm at ur office
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,So i could kiss and feel you next to me...
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,"I can't right this second, gotta hit people up first"
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,University of southern california.
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,Kay... Since we are out already 
ham,Water logging in desert. Geoenvironmental implications.
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham,Gud mrng dear hav a nice day
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,I might go 2 sch. Yar at e salon now v boring.
ham,I.ll post her out l8r. In class
ham,K...k:)why cant you come here and search job:)
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Alright took the morphine. Back in yo.
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
